<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.07.01	12:52:00	3984.13	3984.49	3983.15	3983.34	219	0	0
2026.07.01	12:53:00	3983.36	3984.52	3983.36	3983.69	255	0	0
2026.07.01	12:54:00	3983.70	3985.34	3983.50	3985.08	251	0	0
2026.07.01	12:55:00	3985.08	3985.28	3984.50	3985.01	222	0	1
2026.07.01	12:56:00	3985.01	3986.01	3984.80	3985.27	355	0	0
2026.07.01	12:57:00	3985.27	3985.38	3984.35	3984.66	240	0	0
2026.07.01	12:58:00	3984.66	3984.76	3983.55	3984.57	241	0	0
2026.07.01	12:59:00	3984.57	3985.15	3984.39	3984.47	272	0	0
2026.07.01	13:00:00	3984.47	3985.57	3984.37	3984.53	288	0	0
2026.07.01	13:01:00	3984.53	3986.43	3984.39	3985.94	312	0	0
2026.07.01	13:02:00	3985.94	3987.51	3985.87	3986.78	405	0	0
2026.07.01	13:03:00	3986.78	3987.23	3986.26	3986.79	191	0	0
2026.07.01	13:04:00	3986.79	3989.50	3986.35	3988.25	329	0	0
2026.07.01	13:05:00	3988.25	3989.58	3987.94	3989.58	281	0	0
2026.07.01	13:06:00	3989.58	3989.58	3988.56	3988.70	304	0	0
2026.07.01	13:07:00	3988.70	3988.92	3987.44	3988.16	259	0	0
2026.07.01	13:08:00	3988.16	3989.26	3988.16	3988.81	210	0	0
2026.07.01	13:09:00	3988.81	3988.87	3987.06	3987.74	217	0	0
2026.07.01	13:10:00	3987.73	3987.73	3985.92	3986.30	274	0	0
2026.07.01	13:11:00	3986.30	3986.30	3985.34	3985.61	219	0	0
2026.07.01	13:12:00	3985.61	3986.18	3985.45	3985.94	171	0	0
2026.07.01	13:13:00	3985.94	3986.36	3985.28	3985.51	189	0	0
2026.07.01	13:14:00	3985.51	3985.57	3983.01	3984.24	327	0	0
2026.07.01	13:15:00	3984.24	3984.67	3983.26	3983.51	277	0	0
2026.07.01	13:16:00	3983.52	3984.60	3983.51	3984.21	230	0	0
2026.07.01	13:17:00	3984.21	3984.21	3983.20	3983.76	308	0	0
2026.07.01	13:18:00	3983.76	3983.77	3982.42	3982.58	232	0	0
2026.07.01	13:19:00	3982.58	3982.79	3981.91	3982.24	178	0	0
2026.07.01	13:20:00	3982.27	3982.81	3982.06	3982.14	189	0	0
2026.07.01	13:21:00	3982.14	3982.30	3981.40	3981.78	152	0	0
2026.07.01	13:22:00	3981.76	3983.08	3981.64	3983.02	187	0	0
2026.07.01	13:23:00	3983.02	3984.31	3982.45	3984.14	248	0	0
2026.07.01	13:24:00	3984.13	3985.28	3983.65	3985.06	202	0	0
2026.07.01	13:25:00	3985.06	3985.38	3984.86	3985.13	218	0	0
2026.07.01	13:26:00	3985.12	3985.49	3984.48	3984.60	238	0	0
2026.07.01	13:27:00	3984.60	3984.79	3983.18	3983.92	230	0	0
2026.07.01	13:28:00	3983.92	3985.73	3983.87	3985.71	212	0	0
2026.07.01	13:29:00	3985.71	3987.47	3985.67	3987.17	208	0	0
2026.07.01	13:30:00	3987.17	3988.85	3987.07	3988.76	284	0	0
2026.07.01	13:31:00	3988.76	3990.30	3988.73	3988.73	307	0	0
2026.07.01	13:32:00	3988.73	3990.12	3988.42	3989.98	232	0	0
2026.07.01	13:33:00	3989.98	3992.02	3989.96	3991.70	300	0	0
2026.07.01	13:34:00	3991.69	3991.69	3989.88	3991.33	255	0	0
2026.07.01	13:35:00	3991.31	3992.20	3989.86	3990.05	265	0	0
2026.07.01	13:36:00	3990.08	3990.98	3989.24	3989.77	213	0	0
2026.07.01	13:37:00	3989.79	3994.53	3989.41	3993.27	332	0	0
2026.07.01	13:38:00	3993.27	3993.60	3990.57	3990.78	312	0	0
2026.07.01	13:39:00	3990.70	3990.97	3989.58	3989.67	262	0	0
2026.07.01	13:40:00	3989.70	3990.12	3988.79	3989.05	215	0	0
2026.07.01	13:41:00	3989.02	3989.22	3988.27	3988.85	239	0	0
2026.07.01	13:42:00	3988.86	3989.30	3988.28	3988.72	206	0	0
2026.07.01	13:43:00	3988.72	3988.74	3986.67	3987.02	415	0	0
2026.07.01	13:44:00	3987.02	3987.54	3986.50	3987.26	236	0	0
2026.07.01	13:45:00	3987.26	3987.94	3986.95	3987.74	196	0	0
2026.07.01	13:46:00	3987.74	3989.01	3987.71	3988.56	218	0	0
2026.07.01	13:47:00	3988.57	3990.42	3988.45	3990.40	350	0	0
2026.07.01	13:48:00	3990.40	3990.48	3989.09	3989.32	368	0	0
2026.07.01	13:49:00	3989.32	3991.21	3989.32	3991.18	182	0	0
2026.07.01	13:50:00	3991.19	3992.81	3991.19	3992.78	248	0	1
2026.07.01	13:51:00	3992.78	3993.83	3992.63	3993.19	185	0	0
2026.07.01	13:52:00	3993.19	3994.31	3993.04	3994.20	370	0	0
2026.07.01	13:53:00	3994.18	3994.19	3992.73	3993.19	211	0	0
2026.07.01	13:54:00	3993.20	3993.87	3993.17	3993.75	234	0	0
2026.07.01	13:55:00	3993.75	3995.78	3993.74	3995.18	269	0	0
2026.07.01	13:56:00	3995.18	3996.58	3994.79	3996.50	201	0	0
2026.07.01	13:57:00	3996.50	3998.85	3996.30	3997.73	295	0	0
2026.07.01	13:58:00	3997.73	3998.17	3997.43	3998.10	290	0	0
2026.07.01	13:59:00	3998.10	3998.46	3997.39	3998.41	215	0	0
2026.07.01	14:00:00	3998.41	4001.48	3997.96	4001.48	360	0	0
2026.07.01	14:01:00	4001.51	4004.00	4001.46	4002.86	379	0	0
2026.07.01	14:02:00	4002.86	4004.34	4002.51	4004.31	320	0	0
2026.07.01	14:03:00	4004.29	4008.06	4003.98	4007.47	508	0	0
2026.07.01	14:04:00	4007.47	4007.52	4005.60	4006.59	340	0	0
2026.07.01	14:05:00	4006.60	4008.38	4006.60	4007.64	305	0	0
2026.07.01	14:06:00	4007.66	4008.65	4006.98	4008.65	253	0	0
2026.07.01	14:07:00	4008.65	4010.24	4006.65	4009.10	360	0	0
2026.07.01	14:08:00	4009.06	4009.51	4008.62	4009.09	264	0	0
2026.07.01	14:09:00	4009.09	4010.77	4008.62	4010.43	323	0	0
2026.07.01	14:10:00	4010.41	4013.85	4009.90	4013.85	476	0	0
2026.07.01	14:11:00	4013.85	4019.47	4013.75	4015.61	583	0	0
2026.07.01	14:12:00	4015.61	4015.86	4012.11	4013.31	598	0	0
2026.07.01	14:13:00	4013.40	4015.72	4013.16	4015.08	473	0	0
2026.07.01	14:14:00	4015.08	4017.78	4014.73	4015.94	378	0	0
2026.07.01	14:15:00	4015.94	4017.52	4015.68	4016.12	421	0	0
2026.07.01	14:16:00	4016.12	4017.10	4015.23	4015.60	367	0	0
2026.07.01	14:17:00	4015.59	4018.70	4015.11	4017.39	341	0	0
2026.07.01	14:18:00	4017.39	4022.16	4016.19	4021.87	485	0	0
2026.07.01	14:19:00	4021.87	4024.95	4021.39	4022.88	493	0	0
2026.07.01	14:20:00	4022.88	4023.92	4021.73	4021.84	448	0	0
2026.07.01	14:21:00	4021.84	4026.13	4021.53	4025.84	663	0	0
2026.07.01	14:22:00	4025.84	4025.99	4020.81	4020.90	427	0	0
2026.07.01	14:23:00	4020.90	4021.22	4019.11	4020.54	414	0	0
2026.07.01	14:24:00	4020.55	4024.67	4020.05	4024.55	384	0	0
2026.07.01	14:25:00	4024.55	4025.86	4023.85	4025.16	479	0	0
2026.07.01	14:26:00	4025.16	4025.69	4022.85	4022.85	429	0	0
2026.07.01	14:27:00	4022.85	4023.97	4021.54	4022.57	432	0	0
2026.07.01	14:28:00	4022.55	4023.45	4022.16	4022.77	463	0	0
2026.07.01	14:29:00	4022.77	4028.41	4022.48	4026.83	639	0	0
2026.07.01	14:30:00	4026.82	4027.88	4026.20	4026.94	503	0	0
2026.07.01	14:31:00	4026.94	4026.95	4024.22	4026.24	510	0	0
2026.07.01	14:32:00	4026.29	4028.38	4025.94	4026.13	330	0	0
2026.07.01	14:33:00	4026.13	4026.64	4023.13	4023.60	355	0	0
2026.07.01	14:34:00	4023.60	4024.63	4023.60	4024.37	325	0	0
2026.07.01	14:35:00	4024.37	4025.93	4023.96	4025.38	359	0	0
2026.07.01	14:36:00	4025.38	4026.02	4025.03	4025.21	304	0	0
2026.07.01	14:37:00	4025.22	4026.39	4024.53	4025.55	280	0	0
2026.07.01	14:38:00	4025.54	4026.18	4023.67	4025.66	315	0	0
2026.07.01	14:39:00	4025.66	4025.77	4024.36	4024.67	307	0	0
2026.07.01	14:40:00	4024.65	4025.40	4023.79	4023.81	328	0	0
2026.07.01	14:41:00	4023.81	4026.72	4023.23	4025.74	369	0	0
2026.07.01	14:42:00	4025.74	4026.11	4024.44	4025.11	282	0	0
2026.07.01	14:43:00	4025.11	4031.81	4024.88	4031.81	440	0	0
2026.07.01	14:44:00	4031.81	4031.86	4029.17	4029.27	345	0	0
2026.07.01	14:45:00	4029.27	4030.66	4028.75	4029.74	466	0	0
2026.07.01	14:46:00	4029.74	4032.80	4029.40	4032.37	322	0	0
2026.07.01	14:47:00	4032.37	4033.29	4031.80	4031.98	338	0	0
2026.07.01	14:48:00	4031.98	4034.41	4031.45	4031.59	407	0	0
2026.07.01	14:49:00	4031.59	4035.02	4031.59	4034.14	488	0	0
2026.07.01	14:50:00	4034.14	4035.53	4033.86	4034.03	429	0	0
2026.07.01	14:51:00	4034.31	4035.37	4033.03	4033.14	398	0	0
2026.07.01	14:52:00	4033.14	4034.79	4032.54	4033.53	362	0	0
2026.07.01	14:53:00	4033.53	4033.66	4030.11	4030.38	368	0	0
2026.07.01	14:54:00	4030.38	4032.98	4029.79	4032.33	379	0	0
2026.07.01	14:55:00	4032.33	4033.63	4031.68	4031.71	318	0	0
2026.07.01	14:56:00	4031.71	4031.87	4030.39	4030.61	411	0	0
2026.07.01	14:57:00	4030.61	4032.70	4030.17	4032.69	300	0	0
2026.07.01	14:58:00	4032.69	4032.80	4030.37	4030.48	305	0	0
2026.07.01	14:59:00	4030.48	4031.89	4030.22	4030.50	304	0	0
2026.07.01	15:00:00	4030.50	4034.03	4030.42	4032.90	489	0	0
2026.07.01	15:01:00	4032.90	4033.02	4029.34	4029.54	432	0	0
2026.07.01	15:02:00	4029.52	4030.68	4027.05	4027.84	455	0	0
2026.07.01	15:03:00	4027.84	4027.84	4024.65	4025.34	499	0	0
2026.07.01	15:04:00	4025.34	4025.61	4023.77	4024.26	370	0	0
2026.07.01	15:05:00	4024.26	4024.61	4022.70	4023.89	392	0	0
2026.07.01	15:06:00	4023.89	4024.88	4022.15	4022.34	361	0	0
2026.07.01	15:07:00	4022.34	4024.32	4021.66	4021.90	388	0	0
2026.07.01	15:08:00	4021.90	4024.16	4021.82	4023.43	436	0	0
2026.07.01	15:09:00	4023.37	4023.57	4022.02	4023.10	382	0	0
2026.07.01	15:10:00	4023.10	4024.69	4022.93	4023.34	423	0	0
2026.07.01	15:11:00	4023.34	4024.34	4021.06	4021.10	476	0	0
2026.07.01	15:12:00	4021.10	4023.12	4020.21	4022.88	346	0	0
2026.07.01	15:13:00	4022.88	4022.88	4021.24	4021.92	376	0	0
2026.07.01	15:14:00	4021.94	4022.02	4019.54	4021.53	321	0	0
2026.07.01	15:15:00	4021.51	4026.32	4021.51	4026.11	585	0	0
2026.07.01	15:16:00	4026.11	4026.83	4024.03	4024.57	467	0	0
2026.07.01	15:17:00	4024.57	4025.78	4024.37	4025.72	317	0	0
2026.07.01	15:18:00	4025.72	4026.55	4024.59	4025.89	476	0	0
2026.07.01	15:19:00	4025.89	4028.26	4025.43	4028.07	447	0	0
2026.07.01	15:20:00	4028.07	4029.11	4025.17	4026.08	561	0	0
2026.07.01	15:21:00	4026.08	4026.85	4025.35	4026.65	422	0	0
2026.07.01	15:22:00	4026.65	4027.09	4025.00	4026.96	522	0	0
2026.07.01	15:23:00	4026.96	4030.15	4026.96	4029.66	389	0	0
2026.07.01	15:24:00	4029.66	4029.73	4028.30	4029.31	437	0	0
2026.07.01	15:25:00	4029.31	4030.25	4028.18	4029.13	428	0	0
2026.07.01	15:26:00	4029.13	4030.49	4028.84	4030.08	437	0	0
2026.07.01	15:27:00	4030.08	4030.08	4027.16	4027.16	435	0	0
2026.07.01	15:28:00	4027.20	4027.62	4026.10	4026.58	436	0	0
2026.07.01	15:29:00	4026.61	4026.61	4025.80	4025.86	431	0	0
2026.07.01	15:30:00	4025.86	4027.91	4025.41	4026.85	417	0	0
2026.07.01	15:31:00	4026.85	4030.29	4026.75	4028.87	444	0	0
2026.07.01	15:32:00	4028.87	4032.02	4028.87	4031.99	551	0	0
2026.07.01	15:33:00	4032.01	4033.15	4029.58	4032.99	473	0	0
2026.07.01	15:34:00	4032.99	4032.99	4026.74	4029.19	537	0	0
2026.07.01	15:35:00	4029.19	4030.13	4026.98	4028.78	510	0	0
2026.07.01	15:36:00	4028.78	4029.73	4025.52	4026.82	483	0	0
2026.07.01	15:37:00	4026.82	4028.93	4026.54	4026.58	437	0	0
2026.07.01	15:38:00	4026.53	4027.13	4023.84	4024.78	462	0	0
2026.07.01	15:39:00	4024.78	4026.07	4023.98	4023.99	458	0	0
2026.07.01	15:40:00	4023.99	4025.20	4023.50	4025.13	489	0	0
2026.07.01	15:41:00	4025.13	4029.85	4024.99	4029.51	475	0	0
2026.07.01	15:42:00	4029.51	4030.62	4025.32	4025.33	498	0	0
2026.07.01	15:43:00	4025.35	4026.98	4024.66	4026.98	460	0	0
2026.07.01	15:44:00	4026.95	4026.95	4025.01	4026.08	543	0	0
2026.07.01	15:45:00	4026.08	4027.58	4024.91	4027.21	614	0	0
2026.07.01	15:46:00	4027.21	4027.63	4026.03	4027.11	417	0	0
2026.07.01	15:47:00	4027.11	4027.18	4024.64	4024.91	428	0	0
2026.07.01	15:48:00	4024.89	4025.96	4024.89	4025.48	319	0	0
2026.07.01	15:49:00	4025.42	4027.74	4025.33	4026.28	338	0	0
2026.07.01	15:50:00	4026.28	4027.49	4025.92	4027.23	329	0	0
2026.07.01	15:51:00	4027.24	4028.92	4026.11	4028.66	489	0	0
2026.07.01	15:52:00	4028.64	4028.64	4027.14	4027.22	462	0	0
2026.07.01	15:53:00	4027.22	4027.60	4026.19	4026.55	403	0	0
2026.07.01	15:54:00	4026.54	4027.79	4025.21	4025.54	535	0	0
2026.07.01	15:55:00	4025.54	4026.24	4023.36	4024.61	751	0	0
2026.07.01	15:56:00	4024.51	4026.25	4023.87	4025.61	415	0	0
2026.07.01	15:57:00	4025.62	4025.69	4023.72	4024.45	519	0	0
2026.07.01	15:58:00	4024.45	4026.90	4024.43	4026.55	413	0	0
2026.07.01	15:59:00	4026.55	4026.63	4022.47	4022.70	771	0	0
2026.07.01	16:00:00	4022.69	4023.03	4016.97	4020.41	1040	0	0
2026.07.01	16:01:00	4020.41	4024.90	4020.41	4022.03	1071	0	0
2026.07.01	16:02:00	4022.01	4023.42	4018.89	4019.34	815	0	0
2026.07.01	16:03:00	4019.32	4021.95	4019.15	4020.58	798	0	0
2026.07.01	16:04:00	4020.58	4023.95	4020.27	4022.30	907	0	0
2026.07.01	16:05:00	4022.30	4022.38	4018.34	4018.89	839	0	0
2026.07.01	16:06:00	4018.89	4019.43	4016.98	4017.57	827	0	0
2026.07.01	16:07:00	4017.57	4017.80	4014.88	4016.40	802	0	0
2026.07.01	16:08:00	4016.40	4016.50	4012.87	4013.47	596	0	0
2026.07.01	16:09:00	4013.47	4018.03	4013.46	4018.01	547	0	0
2026.07.01	16:10:00	4018.01	4018.01	4014.11	4016.41	744	0	0
2026.07.01	16:11:00	4016.41	4020.52	4015.98	4020.50	599	0	0
2026.07.01	16:12:00	4020.50	4022.08	4019.83	4021.57	599	0	0
2026.07.01	16:13:00	4021.57	4022.51	4020.42	4020.81	433	0	0
2026.07.01	16:14:00	4020.81	4022.18	4020.22	4021.39	492	0	0
2026.07.01	16:15:00	4021.39	4025.40	4021.28	4023.95	473	0	0
2026.07.01	16:16:00	4023.94	4024.92	4021.79	4022.65	590	0	0
2026.07.01	16:17:00	4022.65	4031.97	4022.52	4030.06	784	0	0
2026.07.01	16:18:00	4030.06	4031.30	4025.80	4027.54	593	0	0
2026.07.01	16:19:00	4027.54	4027.83	4023.27	4024.41	517	0	0
2026.07.01	16:20:00	4024.41	4029.99	4024.40	4029.49	609	0	0
2026.07.01	16:21:00	4029.49	4029.87	4026.16	4028.80	506	0	0
2026.07.01	16:22:00	4028.84	4038.71	4028.37	4038.66	669	0	0
2026.07.01	16:23:00	4038.66	4043.36	4036.79	4041.37	693	0	0
2026.07.01	16:24:00	4041.37	4046.79	4041.32	4043.52	651	0	0
2026.07.01	16:25:00	4043.52	4044.49	4039.89	4040.14	560	0	0
2026.07.01	16:26:00	4040.14	4042.01	4037.74	4040.94	566	0	0
2026.07.01	16:27:00	4040.94	4042.94	4039.48	4042.78	544	0	0
2026.07.01	16:28:00	4042.81	4044.64	4041.51	4043.27	542	0	0
2026.07.01	16:29:00	4043.27	4047.33	4038.57	4046.99	687	0	0
2026.07.01	16:30:00	4046.99	4053.29	4041.84	4045.27	954	0	0
2026.07.01	16:31:00	4045.27	4051.40	4044.41	4048.62	744	0	0
2026.07.01	16:32:00	4048.62	4049.54	4043.59	4047.82	643	0	0
2026.07.01	16:33:00	4047.82	4048.19	4044.41	4047.60	537	0	0
2026.07.01	16:34:00	4045.93	4048.63	4045.08	4048.10	381	0	0
2026.07.01	16:35:00	4048.10	4051.25	4046.53	4048.81	689	0	0
2026.07.01	16:36:00	4048.81	4054.37	4048.44	4053.51	658	0	0
2026.07.01	16:37:00	4053.43	4058.48	4053.03	4057.30	644	0	0
2026.07.01	16:38:00	4057.30	4067.11	4056.13	4066.42	741	0	0
2026.07.01	16:39:00	4066.42	4071.84	4063.93	4071.32	766	0	0
2026.07.01	16:40:00	4071.32	4082.41	4069.47	4081.90	849	0	0
2026.07.01	16:41:00	4081.90	4081.90	4077.33	4077.49	903	0	0
2026.07.01	16:42:00	4077.45	4081.74	4076.23	4080.00	754	0	0
2026.07.01	16:43:00	4080.00	4087.60	4078.43	4087.60	871	0	0
2026.07.01	16:44:00	4087.60	4100.32	4087.10	4098.01	787	0	0
2026.07.01	16:45:00	4098.01	4108.04	4097.37	4107.14	1094	0	0
2026.07.01	16:46:00	4107.14	4107.60	4090.91	4092.84	917	0	0
2026.07.01	16:47:00	4092.84	4095.63	4084.95	4093.60	1038	0	0
2026.07.01	16:48:00	4093.70	4097.22	4092.57	4094.70	824	0	0
2026.07.01	16:49:00	4094.70	4095.30	4089.62	4089.96	661	0	0
2026.07.01	16:50:00	4089.96	4091.75	4085.44	4089.65	770	0	0
2026.07.01	16:51:00	4089.65	4097.72	4086.22	4090.89	800	0	0
2026.07.01	16:52:00	4090.89	4091.07	4086.67	4087.29	646	0	0
2026.07.01	16:53:00	4087.29	4089.40	4086.39	4086.95	778	0	0
2026.07.01	16:54:00	4086.95	4090.60	4086.82	4087.69	885	0	0
2026.07.01	16:55:00	4087.69	4090.96	4086.50	4087.03	831	0	0
2026.07.01	16:56:00	4087.03	4091.41	4086.50	4091.24	644	0	0
2026.07.01	16:57:00	4091.24	4093.16	4090.60	4091.34	539	0	0
2026.07.01	16:58:00	4091.32	4091.32	4086.48	4088.03	448	0	0
2026.07.01	16:59:00	4088.04	4090.18	4085.62	4089.40	576	0	0
2026.07.01	17:00:00	4089.40	4101.57	4089.40	4099.26	912	0	0
2026.07.01	17:01:00	4099.26	4099.28	4088.24	4088.24	764	0	0
2026.07.01	17:02:00	4088.01	4089.61	4083.96	4088.43	735	0	0
2026.07.01	17:03:00	4088.43	4089.39	4082.88	4084.19	659	0	0
2026.07.01	17:04:00	4084.19	4087.18	4083.18	4085.29	648	0	0
2026.07.01	17:05:00	4085.29	4090.84	4085.29	4090.56	596	0	0
2026.07.01	17:06:00	4090.56	4095.07	4090.18	4091.67	797	0	0
2026.07.01	17:07:00	4091.67	4094.80	4090.92	4092.01	578	0	0
2026.07.01	17:08:00	4092.01	4093.74	4091.43	4092.50	538	0	0
2026.07.01	17:09:00	4092.50	4095.92	4091.53	4094.35	689	0	0
2026.07.01	17:10:00	4094.35	4098.61	4093.93	4098.33	553	0	0
2026.07.01	17:11:00	4098.33	4099.81	4096.42	4097.25	608	0	0
2026.07.01	17:12:00	4097.25	4098.94	4094.11	4094.55	583	0	0
2026.07.01	17:13:00	4094.55	4097.32	4092.80	4094.05	565	0	0
2026.07.01	17:14:00	4094.05	4094.17	4092.44	4093.00	418	0	0
2026.07.01	17:15:00	4093.00	4093.00	4089.45	4090.67	534	0	0
2026.07.01	17:16:00	4092.90	4094.21	4091.34	4092.17	403	0	0
2026.07.01	17:17:00	4092.17	4095.72	4090.08	4095.61	485	0	0
2026.07.01	17:18:00	4095.76	4098.77	4092.61	4093.77	520	0	0
2026.07.01	17:19:00	4093.77	4095.08	4091.77	4094.86	506	0	0
2026.07.01	17:20:00	4094.84	4101.53	4094.11	4097.92	601	0	0
2026.07.01	17:21:00	4097.92	4099.66	4096.65	4096.93	492	0	0
2026.07.01	17:22:00	4096.90	4100.00	4095.88	4098.96	650	0	0
2026.07.01	17:23:00	4098.96	4105.65	4098.72	4103.88	727	0	0
2026.07.01	17:24:00	4103.88	4106.29	4103.53	4104.67	611	0	0
2026.07.01	17:25:00	4104.71	4106.82	4102.51	4102.99	780	0	0
2026.07.01	17:26:00	4102.99	4102.99	4097.17	4098.29	941	0	0
2026.07.01	17:27:00	4098.29	4100.18	4095.85	4099.89	665	0	0
2026.07.01	17:28:00	4099.89	4101.68	4098.94	4099.84	524	0	0
2026.07.01	17:29:00	4099.85	4101.61	4099.36	4100.63	610	0	0
2026.07.01	17:30:00	4100.63	4102.86	4099.84	4100.78	581	0	0
2026.07.01	17:31:00	4100.76	4102.69	4100.25	4101.49	555	0	0
2026.07.01	17:32:00	4101.49	4103.39	4099.82	4099.99	589	0	0
2026.07.01	17:33:00	4100.01	4102.71	4098.36	4101.52	706	0	0
2026.07.01	17:34:00	4101.52	4111.18	4100.63	4111.03	753	0	0
2026.07.01	17:35:00	4111.03	4114.79	4109.93	4112.86	712	0	0
2026.07.01	17:36:00	4112.87	4115.79	4109.43	4112.39	735	0	0
2026.07.01	17:37:00	4112.39	4114.83	4109.87	4109.87	647	0	0
2026.07.01	17:38:00	4109.87	4109.87	4106.66	4107.25	559	0	0
2026.07.01	17:39:00	4107.25	4109.91	4105.61	4106.00	562	0	0
2026.07.01	17:40:00	4106.00	4106.87	4105.05	4105.25	544	0	0
2026.07.01	17:41:00	4105.23	4105.84	4097.19	4097.86	876	0	0
2026.07.01	17:42:00	4097.86	4099.27	4095.58	4095.91	627	0	0
2026.07.01	17:43:00	4095.91	4096.70	4094.69	4094.74	471	0	0
2026.07.01	17:44:00	4094.74	4095.68	4091.96	4093.02	610	0	0
2026.07.01	17:45:00	4093.02	4095.14	4091.48	4092.19	655	0	0
2026.07.01	17:46:00	4092.19	4093.13	4088.45	4089.82	604	0	0
2026.07.01	17:47:00	4089.83	4093.63	4089.66	4091.61	517	0	0
2026.07.01	17:48:00	4091.61	4091.90	4089.54	4090.30	615	0	0
2026.07.01	17:49:00	4090.28	4090.34	4087.03	4088.96	605	0	0
2026.07.01	17:50:00	4088.96	4090.23	4087.60	4088.36	649	0	0
2026.07.01	17:51:00	4088.36	4091.17	4088.22	4088.97	596	0	0
2026.07.01	17:52:00	4088.96	4090.12	4086.43	4089.47	433	0	0
2026.07.01	17:53:00	4089.47	4091.47	4089.20	4089.44	442	0	0
2026.07.01	17:54:00	4089.44	4090.86	4088.91	4089.49	540	0	0
2026.07.01	17:55:00	4089.49	4092.31	4089.09	4091.33	568	0	0
2026.07.01	17:56:00	4091.33	4092.94	4090.90	4092.40	504	0	0
2026.07.01	17:57:00	4092.40	4095.06	4092.40	4093.78	589	0	0
2026.07.01	17:58:00	4093.73	4093.75	4091.74	4092.68	603	0	0
2026.07.01	17:59:00	4092.68	4093.49	4091.18	4093.46	576	0	0
2026.07.01	18:00:00	4093.46	4094.59	4090.98	4091.26	713	0	0
2026.07.01	18:01:00	4091.26	4092.54	4088.20	4090.27	728	0	0
2026.07.01	18:02:00	4090.27	4092.26	4089.83	4090.75	689	0	0
2026.07.01	18:03:00	4090.75	4091.95	4089.05	4090.16	655	0	0
2026.07.01	18:04:00	4090.16	4091.65	4089.44	4089.64	637	0	0
2026.07.01	18:05:00	4089.58	4091.19	4088.78	4090.44	561	0	0
2026.07.01	18:06:00	4090.44	4090.53	4087.85	4089.88	653	0	0
2026.07.01	18:07:00	4089.88	4093.66	4087.95	4088.50	829	0	0
2026.07.01	18:08:00	4088.51	4088.54	4085.16	4087.42	818	0	0
2026.07.01	18:09:00	4087.42	4087.94	4083.56	4084.36	722	0	0
2026.07.01	18:10:00	4084.36	4086.15	4083.69	4086.00	627	0	0
2026.07.01	18:11:00	4086.00	4086.48	4082.01	4083.40	594	0	0
2026.07.01	18:12:00	4083.40	4085.64	4082.73	4084.61	545	0	0
2026.07.01	18:13:00	4084.58	4085.47	4082.63	4083.73	431	0	0
2026.07.01	18:14:00	4083.73	4085.59	4081.87	4085.17	440	0	0
2026.07.01	18:15:00	4085.17	4089.19	4085.14	4087.45	482	0	0
2026.07.01	18:16:00	4087.45	4089.04	4086.66	4088.55	515	0	0
2026.07.01	18:17:00	4088.55	4092.05	4088.49	4091.29	504	0	0
2026.07.01	18:18:00	4091.22	4091.22	4087.66	4088.51	470	0	0
2026.07.01	18:19:00	4088.51	4088.56	4086.29	4086.97	416	0	0
2026.07.01	18:20:00	4086.97	4087.55	4085.06	4087.32	448	0	0
2026.07.01	18:21:00	4087.32	4090.07	4087.15	4087.15	458	0	0
2026.07.01	18:22:00	4087.14	4087.16	4084.14	4084.14	436	0	0
2026.07.01	18:23:00	4084.13	4085.19	4079.81	4080.10	730	0	0
2026.07.01	18:24:00	4080.11	4081.00	4078.68	4080.93	559	0	0
2026.07.01	18:25:00	4080.95	4082.00	4079.33	4080.40	515	0	0
2026.07.01	18:26:00	4080.40	4082.59	4079.67	4082.33	540	0	0
2026.07.01	18:27:00	4082.33	4083.61	4080.00	4082.98	521	0	0
2026.07.01	18:28:00	4082.99	4084.25	4082.50	4083.33	405	0	0
2026.07.01	18:29:00	4083.33	4084.93	4083.29	4083.83	391	0	0
2026.07.01	18:30:00	4083.83	4084.06	4078.45	4081.79	676	0	0
2026.07.01	18:31:00	4081.81	4081.99	4079.73	4081.33	397	0	0
2026.07.01	18:32:00	4081.33	4082.68	4080.10	4081.27	599	0	0
2026.07.01	18:33:00	4081.27	4082.31	4078.40	4078.81	597	0	0
2026.07.01	18:34:00	4078.81	4080.06	4077.93	4078.21	719	0	0
2026.07.01	18:35:00	4078.21	4079.46	4076.78	4078.22	575	0	0
2026.07.01	18:36:00	4078.22	4079.20	4077.76	4078.15	527	0	0
2026.07.01	18:37:00	4078.15	4080.13	4078.15	4079.06	416	0	0
2026.07.01	18:38:00	4079.06	4081.45	4078.94	4080.63	401	0	0
2026.07.01	18:39:00	4080.63	4081.11	4079.87	4080.86	513	0	0
2026.07.01	18:40:00	4080.86	4081.90	4078.96	4081.87	407	0	0
2026.07.01	18:41:00	4081.87	4082.11	4079.56	4080.15	417	0	0
2026.07.01	18:42:00	4080.15	4082.64	4079.88	4081.82	379	0	0
2026.07.01	18:43:00	4081.87	4082.89	4081.10	4082.77	429	0	0
2026.07.01	18:44:00	4082.77	4082.79	4081.04	4082.49	443	0	0
2026.07.01	18:45:00	4082.49	4085.53	4082.26	4084.69	477	0	0
2026.07.01	18:46:00	4084.70	4084.76	4082.22	4082.40	381	0	0
2026.07.01	18:47:00	4082.40	4083.93	4081.52	4083.89	379	0	0
2026.07.01	18:48:00	4083.91	4084.60	4083.03	4083.23	340	0	0
